무인교통단속카메라관리번호,시도명,시군명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
100,경기도,의정부시,시도,,녹양로34번길,3,경기도 의정부시 녹양로34번길 22,경기도 의정부시 가능동 363,37.7541769443,127.0336044859,법원 앞,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
101,경기도,의정부시,시도,,신촌로,3,경기도 의정부시 신촌로 18-7,경기도 의정부시 가능동 816,37.7498742590,127.0369966190,가능동SK아파트 앞,4,0,,2008,경기도 의정부시,031-828-2885,2024-07-15
102,경기도,의정부시,시도,,청사로,3,경기도 의정부시 청사로 45,경기도 의정부시 금오동 477-9,37.7522740101,127.0696146793,홈플러스 주차장입구,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
103,경기도,의정부시,시도,,청사로,3,경기도 의정부시 청사로 37,경기도 의정부시 금오동 477-9,37.7515205535,127.0698811983,홈플러스 천일안경앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
104,경기도,의정부시,시도,,호국로,3,경기도 의정부시 호국로 1297,경기도 의정부시 의정부동 9-39,37.7438055537,127.0483434096,한라비발디 앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
106,경기도,의정부시,시도,,부용로,3,경기도 의정부시 부용로 87,경기도 의정부시 금오동 478-4,37.7524103451,127.0674126430,금오현대아이파크 정문,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
107,경기도,의정부시,시도,,오목로225번길,3,경기도 의정부시 오목로225번길 162,경기도 의정부시 민락동 806-3,37.7445862233,127.0958167883,폴리플라자,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
109,경기도,의정부시,시도,,용민로182번길,3,경기도 의정부시 용민로182번길 39,경기도 의정부시 민락동 913,37.7442988246,127.0949133876,해동2타워,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
110,경기도,의정부시,시도,,오목로225번길,3,경기도 의정부시 오목로225번길 105,경기도 의정부시 민락동 806-3,37.7462840193,127.0949118381,메가박스서측 삼거리,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
79,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 217,경기도 의정부시 호원동 50-5,37.7112415665,127.0474667960,망월사2번출구,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
80,경기도,의정부시,시도,,둔야로17번길,3,경기도 의정부시 둔야로17번길 35,경기도 의정부시 의정부동 675,37.7373014649,127.0377072496,백석천 제1공영주차장 앞,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
82,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 34,경기도 의정부시 의정부동 677,37.7379195898,127.0389095717,한성희치과,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
83,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 62,경기도 의정부시 의정부동 677,37.7380052743,127.042048,삼성생명,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
84,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 383,경기도 의정부시 장암동 14-10,37.7230217708,127.060636,장암주공삼거리(화훼단지),4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
86,경기도,의정부시,시도,,경의로,3,경기도 의정부시 경의로 60,경기도 의정부시 의정부동 656,37.7327174489,127.042171,전화국교차로서측,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
F8981,경기도,의정부시,시도,,천보로,1,,경기도 의정부시 낙양동 629-2,37.74849604,127.0862668,(성모병원→남양주),1,50,99,2016,경기도북부경찰청,031-961-2651,2025-03-28
F9039,경기도,의정부시,일반국도,356,금신로,1,,경기도 의정부시 신곡동 156-51,37.73893512,127.0694459,신곡고가 앞(의정부→서울),1,60,99,2016,경기도북부경찰청,031-961-2651,2025-03-28
31,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 176,경기도 의정부시 가능동 816,37.7485882211,127.0346118135,가능동우체국 북측,4,0,,2009,경기도 의정부시,031-828-2885,2024-07-15
126,경기도,의정부시,시도,,추동로24번길,3,경기도 의정부시 추동로24번길 23,경기도 의정부시 신곡동 696,37.7431621911,127.0598807048,삼도세라믹 아파트 앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
127,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 50,경기도 의정부시 의정부동 677,37.7379629097,127.0405629103,고용지원센터 앞,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
128,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 75,경기도 의정부시 의정부동 677,37.7386344761,127.0436358877,의정부역 서부교차로,4,0,,2008,경기도 의정부시,031-828-2885,2024-07-15
129,경기도,의정부시,시도,,민락로,3,경기도 의정부시 민락로 211,경기도 의정부시 민락동 912,37.7450940864,127.0993153467,호반1차정문(이마트),4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
130,경기도,의정부시,시도,,민락로,3,경기도 의정부시 민락로 211,경기도 의정부시 민락동 803-3,37.7450940864,127.0993153467,호반1차 남측도로,4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
131,경기도,의정부시,시도,,송양로,3,경기도 의정부시 송양로 23,경기도 의정부시 낙양동 766,37.7523309026,127.1087369966,호반2차 정문,4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
132,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 483,경기도 의정부시 민락동 908,37.7507562105,127.1180814516,호반3차 교차로,4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
134,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 198,경기도 의정부시 민락동 913,37.7461609820,127.0939685757,낙양물사랑공원앞,4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
135,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 30,경기도 의정부시 의정부동 532,37.7355043128,127.0353402901,의정부 예술의전당앞,4,0,,2017,경기도 의정부시,031-828-2885,2024-07-15
137,경기도,의정부시,시도,,민락로,3,,경기도 의정부시 낙양동 757-3,37.7512997449,127.1124051947,송양초사거리,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
87,경기도,의정부시,시도,,범골로,3,경기도 의정부시 범골로 113,경기도 의정부시 의정부동 639,37.73502614,127.0380239,유성집삼거리,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
89,경기도,의정부시,시도,,추동로124번길,3,경기도 의정부시 추동로124번길 26,경기도 의정부시 신곡동 813-10,37.7465430747,127.0681751296,과학도서관,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
90,경기도,의정부시,시도,,둔야로49번길,3,경기도 의정부시 둔야로49번길 17,경기도 의정부시 의정부동 682,37.7402866386,127.038562,의정부서초교 서남(스쿨존),4,0,,2008,경기도 의정부시,031-828-2885,2024-07-15
92,경기도,의정부시,시도,,의정로,3,경기도 의정부시 의정로 193,경기도 의정부시 가능동 816,37.750095,127.0340969077,신촌R교통섬,4,0,,2008,경기도 의정부시,031-828-2885,2024-07-15
93,경기도,의정부시,시도,,신흥로,3,경기도 의정부시 신흥로 234,경기도 의정부시 의정부동 691,37.7370158107,127.0435908059,의정부경전철동측,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
95,경기도,의정부시,시도,,범골로,3,경기도 의정부시 범골로 146,경기도 의정부시 의정부동 668,37.7357411792,127.041628,여성회관,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
96,경기도,의정부시,시도,,능곡로,3,경기도 의정부시 능곡로 16-7,경기도 의정부시 신곡동 688-2,37.7397891880,127.059677,신곡초사거리,4,0,,2014,경기도 의정부시,031-828-2885,2024-07-15
98,경기도,의정부시,시도,,동일로416번길,3,경기도 의정부시 동일로416번길 18-14,경기도 의정부시 장암동 산 9-4,37.7254473633,127.0604945100,삼환나우빌진입로,4,0,,2015,경기도 의정부시,031-828-2885,2024-07-15
99,경기도,의정부시,시도,,동일로,3,경기도 의정부시 동일로 462,경기도 의정부시 신곡동 748-1,37.7297118337,127.0596226911,서해아파트앞,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
67,경기도,의정부시,시도,,경의로,3,경기도 의정부시 경의로 17,경기도 의정부시 의정부동 616,37.7330338136,127.037237,범골교차로서측,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
68,경기도,의정부시,시도,,발곡로31번길,3,경기도 의정부시 발곡로31번길 6,경기도 의정부시 신곡동 748-1,37.731568,127.0585042897,발곡지하보도,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
69,경기도,의정부시,시도,,장곡로,3,경기도 의정부시 장곡로 240,경기도 의정부시 장암동 43-2,37.7256179755,127.0528782717,장암동롯데마트,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
70,경기도,의정부시,시도,,부용로95번길,3,경기도 의정부시 부용로95번길 25,경기도 의정부시 금오동 477-7,37.7519848827,127.0679279873,현대아이파크후문,4,0,,2013,경기도 의정부시,031-828-2885,2024-07-15
72,경기도,의정부시,시도,,경의로,3,경기도 의정부시 경의로 44,경기도 의정부시 의정부동 616,37.7326777306,127.0402966134,범골교차로동측,4,0,,2007,경기도 의정부시,031-828-2885,2024-07-15
73,경기도,의정부시,시도,,태평로63번길,3,경기도 의정부시 태평로63번길 31,경기도 의정부시 의정부동 154-8,37.7384982728,127.0499333836,국도빌딩,4,0,,2013,경기도 의정부시,031-828-2885,2024-07-15
H2445,경기도,의정부시,시도,,동부간선도로,1,,경기도 의정부시 장암동 407-14,37.68727661,127.0511707,동부간선도로(의정부→서울),1,60,99,2017,경기도북부경찰청,031-961-2651,2025-03-28
H2446,경기도,의정부시,시도,,동부간선도로,1,,경기도 의정부시 장암동 321-35,37.69301911,127.0501233,동부간선도로(서울→의정부),1,60,99,2017,경기도북부경찰청,031-961-2651,2025-03-28
158,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 419,경기도 의정부시 낙양동 765,37.7559381124,127.1144371702,민락라디언트캐슬 입구,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
159,경기도,의정부시,시도,,용민로,3,경기도 의정부시 용민로 441,경기도 의정부시 민락동 907,37.7561366305,127.1169709929,LH브라운빌리지 입구,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
160,경기도,의정부시,시도,,흥선로,3,경기도 의정부시 흥선로 97-5,경기도 의정부시 의정부동 247-5,37.7428055880,127.0376716928,흥선역 하부(경전철근방),4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
161,경기도,의정부시,시도,,흥선로,3,경기도 의정부시 흥선로 97-5,경기도 의정부시 의정부동 247-5,37.7428055880,127.0376716928,흥선역 하부(경전철근방)2,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
162,경기도,의정부시,시도,,가능로86번길,3,경기도 의정부시 가능로86번길 58,경기도 의정부시 의정부동 247-5,37.7441347714,127.04077,흥선역 하부(경찰서근방),4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
112,경기도,의정부시,시도,,민락로,3,경기도 의정부시 민락로 211,경기도 의정부시 민락동 845,37.7450940864,127.0993153467,송산초,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
113,경기도,의정부시,시도,,송양로,3,경기도 의정부시 송양로 46,경기도 의정부시 낙양동 766,37.7518337561,127.1084359093,송양초,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
115,경기도,의정부시,시도,,장곡로250번길,3,경기도 의정부시 장곡로250번길 21,경기도 의정부시 장암동 20-6,37.7264184055,127.0540548008,장암동주민센터,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
116,경기도,의정부시,시도,,민락로264번길,3,경기도 의정부시 민락로264번길 9-42,경기도 의정부시 민락동 910,37.7475981838,127.1081173311,송민학교,4,0,,2016,경기도 의정부시,031-828-2885,2024-07-15
118,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 364,경기도 의정부시 호원동 440-4,37.7243739591,127.0485859943,회룡역 앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
119,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 448,경기도 의정부시 의정부동 398,37.7318982926,127.0482366329,삼성 AS앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
121,경기도,의정부시,시도,,평화로,3,경기도 의정부시 평화로 624,경기도 의정부시 의정부동 224-1,37.747597,127.0456837477,성베드로병원 앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
122,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 180,경기도 의정부시 신곡동 571-5,37.7372965853,127.0549388804,신동아파밀리에 입구,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
124,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 232,경기도 의정부시 신곡동 142-5,37.7356633455,127.0603024594,의정부초교 앞,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
125,경기도,의정부시,시도,,시민로,3,경기도 의정부시 시민로 252,경기도 의정부시 신곡동 451-2,37.7358400007,127.0628492702,한일아파트,4,0,,2006,경기도 의정부시,031-828-2885,2024-07-15
G5078,경기도,의정부시,시도,,동이로,2,,경기도 의정부시 금오동 432-11,37.75028525,127.0513416,을지대학병원 건너편(양주-&amp;gt;서울),2,50,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G5079,경기도,의정부시,기타,,신평화로,2,,경기도 의정부시 용현동 487-4,37.72707501,127.0755201,"만가대교차로 전 700m 1,2차로(서울→양주)",1,80,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G5080,경기도,의정부시,기타,,신평화로,1,,경기도 의정부시 용현동 487-4,37.72707501,127.0755201,"만가대교차로 전 700m 3,4차로(서울→양주)",1,80,99,2019,경기도북부경찰청,031-961-2651,2025-03-28
G5081,경기도,의정부시,시도,,동일로,2,,경기도 의정부시 장암동 17-34,37.7264018,127.0598037,장암초교 어린이보호구역(의정부터미널→장암역),1,50,2,2019,경기도북부경찰청,031-961-2651,2025-03-28
153,경기도,의정부시,시도,,누원로,3,경기도 의정부시 누원로 52,경기도 의정부시 장암동 416-1,37.6907128172,127.0536266057,수락리버시티1단지 210동 앞,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
154,경기도,의정부시,시도,,송현로,3,경기도 의정부시 송현로 89,경기도 의정부시 민락동 774,37.7456065098,127.0887591627,송산주공5단지 입구,4,0,,2018,경기도 의정부시,031-828-2885,2024-07-15
